_id,spoj_solve_rate_normalized,spoj_title,spoj_words,codechef_solve_rate_normalized,codechef_title,codechef_words,ltable_ID,rtable_ID,exact_title_match,diff_in_words_len,jaccard_sim,edit_dist,lr_pred_match
33320,0.0299154795384,TRIP,"  Alice and Bob want to go on holiday. Each of them has drawn up a list of cities to be visited in turn. A list may contain a city more than once. As they want to travel together, they have to agree upon a common route. No one wants to change the order of the cities on his list or add other cities. Therefore they have no choice but to remove some cities from the list. Of course the common route is to involve as much sight-seeing in cities as possible. There are exactly 26 cities in the region. Therefore they are encoded on the lists as lower case letters from 'a' to 'z'.   The first line of input contains a number T <= 10 that indicates the number of test cases to follow. Each test case consists of two lines; the first line is the list of Alice, the second line is the list of Bob. Each list consists of 1 to 80 lower case letters.   The output for each test case should contain all different trips exactly once that meet the conditions described above. There is at least one such trip, but never more than 1000 different ones. You should order the trips in lexicographic order. Print one blank line between the output of different test cases.  Example  Input  1
abcabcaa
acbacba  Output  ababa
abaca
abcba
acaba
acaca
acbaa
acbca ",-0.208538137747,CMB04,"Alice and Bob want to go on holiday. Each of them has drawn up a list of cities to be visited in turn. A list may contain a city more than once. As they want to travel together, they have to agree upon a common route. Noone wants to change the order of the cities on his list or add other cities. Therefore they have no choice but to remove some cities from the list. Of course the common route is to involve as much sight-seeing in cities as possible. There are exactly 26 cities in the region. Therefore they are encoded on the lists as lower case letters from 'a' to 'z'.The first line of input contains a number T <= 10 that indicates the number of test cases to follow. Each test case consists of two lines; the first line is the list of Alice, the second line is the list of Bob. Each list consists of 1 to 80 lower case letters.The output for each test case should contain all different trips exactly once that meet the conditions described above. There is at least one such trip, but never more than 1000 different ones. You should order the trips in lexicographic order. Print one blank line between the output of different test cases.",3459,2266,0,20,0.903703703704,5,1
33391,-0.268675842017,SA04D,"  Special Box Company (SBC) is a small family-owned and family-run business which produces decorated carton boxes for wrapping gifts. The boxes are hand-made, produced individually from ne materials. When accepting an order from a client, they always produce a few more boxes than needed, to keep a stock of boxes to be sold in the future, if needed. Over the years their stock has been growing, with boxes all over the place, and they decided they needed to organize it a bit more. They have therefore made a list registering the dimensions of every box in their stock. SBC has just received an order from a client that must be delivered tomorrow, so there is no time to produce new boxes. The client wants a certain number N of boxes all of the same size; each box will be used to pack one item of dimensions X, Y and Z. As the carton used in the
boxes is very thin, you may assume that a box of size (X, Y, Z) would t perfectly the item the client wants to wrap. If there are not at least N boxes that t perfectly, the client wants N boxes that t the items as tightly as possible. The box size that ts the items as tightly as possible is the one which minimizes the empty space when the item is put inside the box. An item can be rotated in any direction to be accomodated inside a box; therefore, a box of size(X, Y, Z) is as good as a box of size (Y, Z, X), for example. Can you help SBC nding whether they can fulll the customer order?   The input consists of several test cases. The rst line of a test case contains two integers N and M, indicating respectively the number of boxes the client needs to buy (1  N  1500) and the number of boxes in the stock list (1  M  1500). The second line contains three integers X, Y and Z, representing the dimensions of the item the client wants to wrap (0 
Each of the next M lines contains three integers A, B and C representing the dimensions of a box in the stock list (0 The input must be read from standard input.  For each test case in the input your program must produce one line, containing either: -> The single word impossible, in case it is not possible to fulll the clients order (because there are not at least N boxes of the same size in stock that can contain the item); or -> one integer V , which species the volume of empty space left when one of the N items packed in one of the boxes chosen.   Example   Input: 1 1
2 4 3
2 3 4
2 6
3 1 3
7 4 7
10 8 2
2 8 10
6 2 9
7 7 4
6 2 9
1 1
3 3 3
1 1 1
0 0 Output: 0
99
impossible ",-0.209035028638,WYSIWYG5,"John’s machine manufacturing company gets failed ( even your program could not save him !! ) so he starts a new box business. He has many boxes left from his previous business. He has exactly M boxes each of which could be denoted by its 3 dimensions – (X,Y,Z). He has been given an order according to which he needs to deliver N identical boxes to keep N objects of some given dimension. Dimension of the object will be again of the form – (X,Y,Z). You may assume that an object of size (X, Y, Z) would ﬁt perfectly into a box of size (X,Y,Z). If there are not at least N boxes that ﬁt perfectly, then John wants N boxes that ﬁt the items as tightly as possible. The box size that ﬁts the items as tightly as possible is the one which minimizes the empty space when the item is put inside the box. An item can be rotated in any direction to be accommodated inside a box; therefore, a box of size(X, Y, Z) is as good as a box of size (Y, Z, X), for example.The first line would give the number of test cases.
The ﬁrst line of a test case contains two integers N and M, indicating respectively the number of boxes the client orders (1 ≤ N ≤ 1500) and the number of boxes John has (1 ≤ M ≤ 1500). The second line contains three integers X, Y and Z, representing the dimensions of the item the client wants to wrap (0 < X, Y, Z ≤ 50). Each of the next M lines contains three integers A, B and C representing the dimensions of a box in the stock list (0 < A, B, C ≤ 50).
Repeat for next test case.For each test case in the input your program must produce one line, containing either :The single word ‘impossible’, in case it is not possible to fulﬁll the client’s order (because there are not at least N boxes of the same size in stock that can contain the item).
one integer V , which speciﬁes the volume of empty space left when one of the N items packed in one of the boxes chosen.",3461,1554,0,128,0.387622149837,7,1
33631,1.94099846478,KNAPSACK,"  The famous knapsack problem. You are packing for a vacation on the sea side and you are going to carry only one bag with capacity S (1 Input On the first line you are given S and N. N lines follow with two integers on each line describing one of your items. The first number is the size of the item and the next is the value of the item. Output  You should output a single integer on one like - the total maximum value from the best choice of items for your trip. Example   Input: 4 5
1 8
2 4
3 0
2 5
2 3 Output: 13 ",-0.201016573687,TOUR,"Charan is packing for a vacation and is allowed to carry only 1 bag with capacity X.
He also have N items that he want to take along with him.
Unfortunately he can not fit all of them so he has to choose them.
For Each item it’s size and value are given.
Your task is to maximize the total value of all items charan is going to carry.
 On the first line you are given X and N. N lines follow with two integers on each line describing one of your items. The first number is the size of the item and the next is the value of the item.You should output a single integer --the total maximum value from the best choice of items for your trip.",3472,2887,0,14,0.471698113208,8,1
34535,0.0136278282981,POKER,"  In poker, you have 5 cards. There are 10 kinds of poker hands (from highest to lowest):  royal flush - ace, king, queen, jack and ten, all in the same suit straight flush - five cards of the same suit in sequence, such
as 10,9,8,7,6 of clubs; ace can be counted both as the highest card or as the
lowest card - A,2,3,4,5 of hearts is a straight flush. But 4,3,2,A,K of hearts is not a straight flush - it's just a flush. four of a kind - four cards of the same rank, such as four kings. full house - three cards of one rank plus two cards of another rank flush - five cards of the same suit (but not a straight flush) straight - five cards in order - just like the straight flush, but mixed suits three of a kind - three cards of one rank and two other cards two pairs - two cards of one rank, two cards of another rank, and one more card pair - two cards of the same rank high card - none of the above Write a program that will help you play poker by telling you what kind of hand you have.  The first line of input contains the number of test cases (no more than 20). Each test case consists of one line - five space separated cards. Each card is represented by a two-letter (or digit) word. The first character is the rank (A,K,Q,J,T,9,8,7,6,5,4,3 or 2), the second character is the suit (S,H,D,C standing for spades, hearts, diamonds and clubs). The cards can be in any order (but they will not repeat).  For each test case output one line describing the type of a hand, exactly like in the list above. Example   Input: 3
AH KH QH TH JH
KH 5S 3C 5C 7D
QH QD 2S QC 2C Output: royal flush
pair
full house ",-0.08198327536,POKER,"In poker, you have 5 cards. There are 10 kinds of poker hands (from highest to lowest):royal flush - ace, king, queen, jack and ten, all in the same suit
straight flush - five cards of the same suit in sequence, such as 10,9,8,7,6 of clubs; ace can be counted both as the highest card or as the lowest card - A,2,3,4,5 of hearts is a straight flush. But 4,3,2,A,K of hearts is not a straight flush - it's just a flush.
four of a kind - four cards of the same rank, such as four kings.
full house - three cards of one rank plus two cards of another rank
flush - five cards of the same suit (but not a straight flush)
straight - five cards in order - just like the straight flush, but mixed suits
three of a kind - three cards of one rank and two other cards
two pairs - two cards of one rank, two cards of another rank, and one more card
pair - two cards of the same rank
high card - none of the aboveThe first line of input contains the number of test cases (no more than 20). Each test case consists of one line - five space separated cards. Each card is represented by a two-letter (or digit) word. The first character is the rank (A,K,Q,J,T,9,8,7,6,5,4,3 or 2), the second character is the suit (S,H,D,C standing for spades, hearts, diamonds and clubs). The cards can be in any order (but they will not repeat).For each test case output one line describing the type of a hand, exactly like in the list above.",3521,4093,1,55,0.690058479532,0,1
34551,7.81845329893,LASTDIG,"  Nestor was doing the work of his math class about three days but he is tired of make operations a lot and he should deliver his task tomorrow. His maths teacher gives him two numbers a and b. The problem consist of finding the last digit of the potency of base a and index b. Help Nestor with his problem. You are given two integer numbers: the base a (0 <= a <= 20) and the index b (0 <= b <= 2,147,483,000), a and b both are not 0. You have to find the last digit of a b .   The first line of input contains an integer t, the number of test cases (t <= 30). t test cases follow. For each test case will appear a and b separated by space.   For each test case output an integer per line representing the result.  Example  Input: 2
3 10
6 2 Output: 9
6 ",-0.0931942697418,CDM03," Chef was doing the work of his math class about three days but he is tired of make operations a lot and he should deliver his task tomorrow. His math’s teacher gives two numbers a and b. The problem consist in find the last digit of the potency of base a and index b. Help Chef with his problem. You are given two integer numbers: the base a and the index b . a and b both are not 0. You have to find the last digit of a^b. The first line of the input contains an integer T denoting the number of test cases. The description of T test cases follows:
For each test case will appear a and b separated by space. For each test case output an integer per line representing the result. ",3523,4373,0,25,0.721153846154,7,1
34563,1.55590611559,MIXTURES,"  Harry Potter has n mixtures in front of him, arranged in a row.
Each mixture has one of 100 different colors (colors have numbers
from 0 to 99). He wants to mix all these mixtures together. At each step, he is going
to take two mixtures that stand next to each other and mix them together,
and put the resulting mixture in their place. When mixing two mixtures of colors a and b, the resulting mixture
will have the color (a+b) mod 100. Also, there will be some smoke in the process. The amount of smoke generated
when mixing two mixtures of colors a and b is a*b. Find out what is the minimum amount of smoke that Harry can get when
mixing all the mixtures together.  There will be a number of test cases in the input. The first line of each test case will contain n, the number of mixtures,
1 
The second line will contain n integers between 0 and 99 - the
initial colors of the mixtures.  For each test case, output the minimum amount of smoke. Example   Input: 2
18 19
3
40 60 20 Output: 342
2400  In the second test case, there are two possibilities:  first mix 40 and 60 (smoke: 2400), getting 0, then mix 0 and 20 (smoke: 0);
total amount of smoke is 2400 first mix 60 and 20 (smoke: 1200), getting 80, then mix 40 and 80
(smoke: 3200); total amount of smoke is 4400  The first scenario is a much better way to proceed.",0.04146266855,MIXTURES,"Harry Potter has n mixtures in front of him, arranged in a row.Each mixture has one of 100 different colors (colors have numbers from 0 to 99).He wants to mix all these mixtures together. At each step, he is going to take two mixtures that stand next to each other and mix them together, and put the resulting mixture in their place.When mixing two mixtures of colors a and b, the resulting mixture will have the color (a+b) mod 100.Also, there will be some smoke in the process. The amount of smoke generated when mixing two mixtures of colors a and b is a*b.Find out what is the minimum amount of smoke that Harry can get when mixing all the ixtures together.There will be a number of test cases in the input.The first line of each test case will contain n, the number of mixtures, 1 <= n <= 100.The second line will contain n integers between 0 and 99 - the initial colors of the mixtures.For each test case, output the minimum amount of smoke.",3527,3691,1,74,0.513333333333,0,1
34570,4.90464728544,COINS,"  In Byteland they have a very strange monetary system. Each Bytelandian gold coin has an integer number written on it. A coin n
can be exchanged in a bank into three coins: n/2, n/3 and n/4.
But these numbers are all rounded down (the banks have to make a profit). You can also sell Bytelandian coins for American dollars. The exchange
rate is 1:1. But you can not buy Bytelandian coins. You have one gold coin. What is the maximum amount of American dollars
you can get for it?  The input will contain several test cases (not more than 10). Each
testcase is a single line with a number n, 0 Output For each test case output a single line, containing the maximum amount
of American dollars you can make. Example   Input: 12
2 Output: 13
2  You can change 12 into 6, 4 and 3, and then change these into
$6+$4+$3 = $13.

If you try changing the coin 2 into 3 smaller coins, you will get
1, 0 and 0, and later you can get no more than $1 out of them.
It is better just to change the 2 coin directly into $2.",1.4273661007,COINS,"In Byteland they have a very strange monetary system.Each Bytelandian gold coin has an integer number written on it. A coin n can be exchanged in a bank into three coins: n/2, n/3 and n/4. But these numbers are all rounded down (the banks have to make a profit).You can also sell Bytelandian coins for American dollars. The exchange rate is 1:1. But you can not buy Bytelandian coins.You have one gold coin. What is the maximum amount of American dollars you can get for it?The input will contain several test cases (not more than 10). Each testcase is a single line with a number n, 0 <= n <= 1 000 000 000. It is the number written on your coin.For each test case output a single line, containing the maximum amount of American dollars you can make.",3530,3660,1,51,0.579310344828,0,1
35262,0.037867359225,LUCKYNUM,"   English  Vietnamese   In some Asian countries, 8 and 6 are considered lucky digits. Any number containing only 8s and 6s is considered lucky number, e.g. 6, 8, 66, 668, 88, 886 .
Nguyen is a student who likes mathematics very much. Nguyen likes lucky numbers but only of the form  S = 8866  where S has at least one digit and the number of 8s or 6s can be zero. Examples of S are 8, 88, 6, 66, 86, 886, 8866   Given a positive integer X (1 Your task is to write a program to find that number for Nguyen.   The input file consists of several data sets. The first line of the input file contains the number of data sets which is a positive integer and is not bigger than 20. The following lines describe the data sets.  For each data test, there is one single line containing the integer X.   For each data test, write in one line the smallest lucky number S which is divisible by X. In case there is no such a number which has at most 200 digits, write -1.  Example   Sample Input 4
6
8
43
5 Sample Output 6
8
86
-1 ",-0.207926786904,P10,"In some Asian countries, 8 and 6 are considered lucky digits. Any number containing only 8s and 6s is considered lucky number, e.g. 6, 8, 66, 668, 88, 886 .... Nguyen is a student who likes mathematics very much. Nguyen likes lucky numbers but only of the formS = 8...86...6where S has at least one digit and the number of 8s or 6s can be zero. Examples of S are 8, 88, 6, 66, 86, 886, 8866 ...Given a positive integer X (1 < X < 10 000), Nguyen wants to find the smallest lucky number S which has at most 200 digits and is divisible by X.Your task is to write a program to find that number for Nguyen.The input file consists of several data sets. The first line of the input file contains the number of data sets which is a positive integer and is not bigger than 20. The following lines describe the data sets.For each data test, there is one single line containing the integer X.Output description..For each data test, write in one line the smallest lucky number S which is divisible by X. In case there is no such a number which has at most 200 digits, write -1..",3574,2595,0,7,0.753846153846,8,1
35535,-0.0801202162598,RAINBOW,"  Mr.Raju and his extended family are on vacation in Chennai. They visit MGM and see the Rainbow ride. They want to enjoy the ride. However, there are some problems. Each person in the family likes some other people in the family. Each person insists that he or she will go on the ride only if all the people whom that person likes and all the people who like that person also go on the ride. If someone doesn't like anyone and no one likes him, he may come for the ride. You have been roped in to solve this dilemma. Given the weight of the each person in the family, and the list of people they like, and the maximum weight that the Rainbow can bear safely, calculate the maximum number of people in the family who can go on the rainbow.  There will be multiple test cases in the input. For our convenience the family members are numbered from 1 to n. Each test case begins with a line containing two   integers n ( 1  n  1000 ) and C ( 0  C  1000 ), where n is the number of people in the family and C the maximum capacity of the ride in kilograms.  The next line contains n space separated integers with the i th integer giving the weight of the i th family member. These weights are positive and less than or equal to 200 kilograms. Then n lines follow. Each line contains a sequence of integers separated by spaces. The first integer k i gives the number of people in the family person i likes, followed by the persons i likes. An empty line separates each test case. The end of input is indicated by n=0 and C=0 and it should not be processed.There are atmost 50 test cases.  For each test case output on a separate line the maximum number of persons that can take the ride under the given conditions. Example   Input: 5 200
50 50 50 50 50
1 2
1 3
0
1 5
1 4

3 200
100 100 100
1 2
1 3
1 1

0 0 Output: 3
0 ",-0.208428890494,CD106,"An Archaeopteryx and its family want to spend their weekend at Adventure Island. They see an Octopus ride. They want to enjoy it. However, there are some problems (as usual).Each family member likes some other person in the family. Each member insists that he/she will go on the ride only if all the people whom that person likes and all the people who like him/her also go on the ride. But if he/she doesn't like anyone and no one likes him/her, he/she may come for the ride.Ajitesh wants to help the dino family solve this dilemma, for which he wants your help. Given the weight of each family member, the list of people they like and the max weight that the Octopus can bear safely, calculate the max number of family members who can go on the octopus.There will be more than one test case with the max number being 50. For convenience the family members are numbered from 1 to n. Each test case begins with two integers n(1n<=1000)and c(0<=c<=1000),where 'n' is the number of people in the family and 'c' the maximum capacity of the ride in kg.On the next line three are 'n' integers with the kth integer giving the weight of the kth family member. The weights are positive and less than or equal to 200 kg. Then n lines follow with each line containing a sequence of integers separated by spaces. The first integer i gives the number of people in the family that person k likes, followed by the person(s) k likes. Each test case is separated by an empty line. The end of input is indicated by n=0 and c=0 and it should not be processed.For each test case, the output should contain the maximum number of people that can take the ride under the given conditions, on a separate line.",3601,2228,0,54,0.5,7,1
35560,0.0889913903235,KLUCKY,"  The Kurukshetra OPC team observed that many online programming contests have a problem titled ""Lucky Number"". So we decided to have one in KOPC too.  We define the Lucky sequence as the infinite sequence of all integers, in ascending order, that can represented as any positive integer power of 5 (i.e 5 k where k is a positive integer) or as a sum of distinct positive integer powers of 5 (i.e 5 a1 + 5 a2 + 5 a3 + ... , where a1,a2,a3, ... are distinct positive integers). All the numbers in the lucky sequence are called lucky numbers. The first few lucky numbers are 5, 25, 30, 125, 130, 150, ... Given n your task is to find the n th lucky number.  First line of input contains an integer t , t  200, representing the number of test-cases. Then t lines follow each containing one integer n , 1  n  8000.  For each test case output the nth lucky number on a separate line. Answers will fit in a 32-bit signed integer. Example   Input: 4
1
2
3
9 Output: 5
25
30
630 ",-0.111366940743,MANIP2,"Okay. Before we begin, a hint : This one's taken from somewhere. Word to word. Google comes to mind, doesn't it? Here goes: For the heck of it, we define a new sequence as the infinite sequence of all integers, in ascending order, that can represented as any positive integer power of 5 (i.e 5k where k is a positive integer) or as a sum of distinct positive integer powers of 5 (i.e 5a1 + 5a2 + 5a3 + ... , where a1, a2, a3, ... are distinct positive integers). All the numbers in the lucky sequence are called lucky numbers. The first few numbers are 5, 25, 30, 125, 130, 150, ... Given n your task is to find the nth number in the sequence.First line of input contains an integer t, t ≤ 200, representing the number of test- cases. Then t lines follow each containing one integer n, 1 ≤ n ≤ 8000.For each test case output the ""Case#x"" followed by nth number on a separate line. Answers will fit in a 32-bit signed integer.",3603,4696,0,13,0.535031847134,6,1
35591,3.31029807215,PERMUT2,"  Some programming contest problems are really tricky: not only do they
require a different output format from what you might have expected, but
also the sample output does not show the difference. For an example,
let us look at permutations. A permutation of the integers 1 to n is an
ordering of
these integers. So the natural way to represent a permutation is
to list the integers in this order. With n = 5 , a
permutation might look like 2, 3, 4, 5, 1. However, there is another possibility of representing a permutation:
You create a list of numbers where the i -th number is the
position of the integer i in the permutation. 
Let us call this second
possibility an inverse permutation . The inverse permutation
for the sequence above is 5, 1, 2, 3, 4. An ambiguous permutation is a permutation which cannot be
distinguished from its inverse permutation. The permutation 1, 4, 3, 2
for example is ambiguous, because its inverse permutation is the same.
To get rid of such annoying sample test cases, you have to write a
program which detects if a given permutation is ambiguous or not.  Input Specification  The input contains several test cases. The first line of each test case contains an integer n ( 1  n  100000 ).
Then a permutation of the integers 1 to n follows
in the next line. There is exactly one space character
between consecutive integers.
You can assume that every integer between 1 and n appears exactly once in the permutation. The last test case is followed by a zero.  Output Specification  For each test case output whether the permutation is ambiguous or not.
Adhere to the format shown in the sample output.  Sample Input  4
1 4 3 2
5
2 3 4 5 1
1
1
0  Sample Output  ambiguous
not ambiguous
ambiguous ",1.90715085178,PERMUT2,"Some programming contest problems are really tricky: not only do they require a different output format from what you might have expected, but also the sample output does not show the difference. For an example, let us look at permutations.
A permutation of the integers 1 to n is an ordering of these integers. So the natural way to represent a permutation is to list the integers in this order. With n = 5, a permutation might look like 2, 3, 4, 5, 1.
However, there is another possibility of representing a permutation: You create a list of numbers where the i-th number is the position of the integer i in the permutation. Let us call this second possibility an inverse permutation. The inverse permutation for the sequence above is 5, 1, 2, 3, 4.
An ambiguous permutation is a permutation which cannot be distinguished from its inverse permutation. The permutation 1, 4, 3, 2 for example is ambiguous, because its inverse permutation is the same. To get rid of such annoying sample test cases, you have to write a program which detects if a given permutation is ambiguous or not.The input contains several test cases.
The first line of each test case contains an integer n (1 ≤ n ≤ 100000). Then a permutation of the integers 1 to n follows in the next line. There is exactly one space character between consecutive integers. You can assume that every integer between 1 and n appears exactly once in the permutation.
The last test case is followed by a zero.For each test case output whether the permutation is ambiguous or not. Adhere to the format shown in the sample output.",3619,5198,1,21,0.587939698492,0,1
35929,-0.205505358327,MENU,"  Alfred wants to plan what to cook in the next days. He can cook various dishes. For each dish the costs of the ingredients and the benefit value is known. If a dish is cooked the second time in a row, the benefit value for the second time is 50 percent of the benefit value of first time, if it is prepared for the third or higher time in a row, the benefit value is 0. For example cooking a dish with benefit value v three times in a row leads to a total benefit value of 1.5*v. Help him to build the menu which maximizes the benefit value under the constraint that his budget is not exceeded.   The input consists of several test cases. Each test case begins with 3 integers in a line: The number of days k ( 1  k  21 ) Alfred wants to plan for, the number of dishes n ( 1  n  50 ) he can cook and his budget m ( 0  m  100 ).
The following n lines describe the dishes Alfred can cook. The i-th line contains two integers: the costs c ( 1  c  50 ) and the benefit value v ( 1  v  10000 ) of the i-th dish. The end of the input is signaled by a test case with k = n = m = 0 . You don't need to process this test case.   For each output, print the maximum benefit value reachable with 1 digit after the decimal point. Then print k integers with i-th integer being the number of the dish to cook on day i. Dishes are numbered from 1 to n. Print at least one space or new line character after each integer. If there are several possible menus reaching the maximum benefit value, select the one with minimum costs, if there are several with minimum costs, you can print any of them. If every menu exceeds the budget, print only the benefit value of 0.  Example   Input: 2 1 5
3 5
3 5 20
2 5
18 6
1 1
3 3
2 3
0 0 0 Output: 0.0

13.0
1 5 1 ",-0.205853432138,MENU,"Alfred wants to plan what to cook in the next days. He can cook various dishes. For each dish the costs of the ingredients and the benefit value is known. If a dish is cooked the second time in a row, the benefit value for the second time is 50 percent of the benefit value of first time, if it is prepared for the third or higher time in a row, the benefit value is 0. For example cooking a dish with benefit value v three times in a row leads to a total benefit value of 1.5*v.
Help him to build the menu which maximizes the benefit value under the constraint that his budget is not exceeded.The input consists of several test cases. Each test case begins with 3 integers in a line: The number of days k (1 ≤ k ≤ 21) Alfred wants to plan for, the number of dishes n (1 ≤ n ≤ 50) he can cook and his budget m (0 ≤ m ≤ 100). The following n lines describe the dishes Alfred can cook. The i-th line contains two integers: the costs c (1 ≤ c ≤ 50) and the benefit value v (1 ≤ v ≤ 10000) of the i-th dish.
The end of the input is signaled by a test case with k = n = m = 0. You don't need to process this test case.For each output, print the maximum benefit value reachable with 1 digit after the decimal point. Then print k integers with i-th integer being the number of the dish to cook on day i. Dishes are numbered from 1 to n. Print at least one space or new line character after each integer.
If there are several possible menus reaching the maximum benefit value, select the one with minimum costs, if there are several with minimum costs, you can print any of them.
If every menu exceeds the budget, print only the benefit value of 0.",3646,4967,1,45,0.772972972973,0,1
35997,1.43366271619,PIGBANK,"  Before ACM can do anything, abudget must be prepared and the necessary
financial support obtained. The main income for this action comes from
Irreversibly Bound Money (IBM). The idea behind is simple. Whenever
some ACM member has any small money, he takes all the coins and throws them
into a piggy-bank. You know that this process is irreversible, the coins
cannot be removed without breaking the pig. After a sufficiently long
time, there should be enough cash in the piggy-bank to pay everything that
needs to be paid. But there is a big problem with piggy-banks. It is not possible to
determine how much money is inside. So we might break the pig into
pieces only to find out that there is not enough money.  Clearly, we want to
avoid this unpleasant situation. The only possibility is to weigh the
piggy-bank and try to guess how many coins are inside. Assume that we
are able to determine the weight of the pig exactly and that we know
the weights of all coins of a given currency. Then there is some
minimum amount of money in the piggy-bank that we can guarantee. Your task
is to find out this worst case and determine the minimum amount of
cash inside the piggy-bank. We need your help. No more prematurely
broken pigs!  The input consists of T test cases. The number of them ( T ) is given on
the first line of the input file.
Each test case begins with a line containing two integers E and F . They
indicate the weight of an empty pig and of the pig filled with coins. Both
weights are given in grams. No pig will weigh more than 10 kg, that means 1 <= E <= F <= 10000 . On the second line of each test
case, there is an integer number N ( 1 <= N <= 500 ) that gives the number of various
coins used in the given currency. Following this are exactly N lines,
each specifying one coin type. These lines contain two integers each, P and W ( 1 <= P <= 50000 , 1 <= W <=10000 ). P is the value of the
coin in monetary units, W is it's weight in grams.  Print exactly one line of output for each test case. The line must contain
thesentence 
"" The minimum amount of money in the piggy-bank is X . ""
where X is
the minimum amount of money that can be achieved using coins with
the given total weight. If the weight cannot be reached exactly,
print aline "" This is impossible. "". Example  Sample Input:

3
10 110
2
1 1
30 50
10 110
2
1 1
50 30
1 6
2
10 3
20 4

Sample output:

The minimum amount of money in the piggy-bank is 60.
The minimum amount of money in the piggy-bank is 100.
This is impossible. ",-0.156692466761,PD22,"Before ACM can do anything, a budget must be prepared and the necessary financial support obtained. The main income for this action comes from Irreversibly Bound Money (IBM). The idea behind is simple. Whenever some ACM member has any small money, he takes all the coins and throws them into a piggy-bank. You know that this process is irreversible, the coins cannot be removed without breaking the pig. After a sufficiently long time, there should be enough cash in the piggy-bank to pay everything that needs to be paid.

But there is a big problem with piggy-banks. It is not possible to determine how much money is inside. So we might break the pig into pieces only to find out that there is not enough money. Clearly, we want to avoid this unpleasant situation. The only possibility is to weigh the piggy-bank and try to guess how many coins are inside. Assume that we are able to determine the weight of the pig exactly and that we know the weights of all coins of a given currency. Then there is some minimum amount of money in the piggy-bank that we can guarantee. Your task is to find out this worst case and determine the minimum amount of cash inside the piggy-bank. We need your help. No more prematurely broken pigs!The input consists of T test cases. The number of them (T) is given on the first line of the input file. Each test case begins with a line containing two integers E and F. They indicate the weight of an empty pig and of the pig filled with coins. Both weights are given in grams. No pig will weigh more than 10 kg, that means 1 <= E <= F <= 10000. On the second line of each test case, there is an integer number N (1 <= N <= 500) that gives the number of various coins used in the given currency. Following this are exactly N lines, each specifying one coin type. These lines contain two integers each, Pand W (1 <= P <= 50000, 1 <= W <=10000). P is the value of the coin in monetary units, W is it's weight in grams.Print exactly one line of output for each test case. The line must contain the sentence ""The minimum amount of money in the piggy-bank is X."" where X is the minimum amount of money that can be achieved using coins with the given total weight. If the weight cannot be reached exactly, print a line ""This is impossible."".",3663,4370,0,25,0.609318996416,6,1
